Trade number,Instrument,Market_position,Qty,Entry_price,Exit_price,Entry_time,Exit_time,Entry_name,Exit_name,Profit,Cum_net_profit,Commission,MAE,MFE,Bars
650,NQ MAR25,Short,1,9809.75,9819.5,9/20/2019 11:51,9/20/2019 12:27,ShortEntry,StopLoss,($199.18),"$14,753.00 ",$4.18 ,$250.00 ,$170.00 ,5
651,NQ MAR25,Long,1,9766.25,9786.75,9/23/2019 11:51,9/23/2019 17:00,LongEntry,Exit on session close,$405.82 ,"$15,158.82 ",$4.18 ,$180.00 ,$420.00 ,35
652,NQ MAR25,Short,1,9742.25,9713.25,9/24/2019 11:15,9/24/2019 12:00,ShortEntry,ProfitTarget,$575.82 ,"$15,734.64 ",$4.18 ,$235.00 ,$940.00 ,6
653,NQ MAR25,Long,1,9680,9672.25,9/25/2019 11:33,9/25/2019 11:51,LongEntry,StopLoss,($159.18),"$15,575.46 ",$4.18 ,$450.00 ,$15.00 ,3
654,NQ MAR25,Long,1,9706,9691.75,9/26/2019 10:57,9/26/2019 11:06,LongEntry,StopLoss,($289.18),"$15,286.28 ",$4.18 ,$355.00 ,$195.00 ,2
655,NQ MAR25,Long,1,9703.75,9653.75,9/27/2019 11:15,9/27/2019 11:51,LongEntry,StopLoss,"($1,004.18)","$14,282.10 ",$4.18 ,"$1,535.00 ",$185.00 ,5
656,NQ MAR25,Long,1,9690.25,9703.75,9/30/2019 12:36,9/30/2019 17:00,LongEntry,Exit on session close,$265.82 ,"$14,547.92 ",$4.18 ,$405.00 ,$345.00 ,30
657,NQ MAR25,Short,1,9701.5,9657.25,10/1/2019 10:39,10/1/2019 11:15,ShortEntry,ProfitTarget,$880.82 ,"$15,428.74 ",$4.18 ,$10.00 ,$960.00 ,5
658,NQ MAR25,Short,1,9500.75,9449.75,10/2/2019 11:06,10/2/2019 13:03,ShortEntry,ProfitTarget,"$1,015.82 ","$16,444.56 ",$4.18 ,$100.00 ,"$1,090.00 ",14
659,NQ MAR25,Long,1,9525,9577.25,10/3/2019 11:33,10/3/2019 17:00,LongEntry,Exit on session close,"$1,040.82 ","$17,485.38 ",$4.18 ,$490.00 ,"$1,105.00 ",37
660,NQ MAR25,Short,1,9617.5,9636,10/4/2019 10:48,10/4/2019 11:15,ShortEntry,StopLoss,($374.18),"$17,111.20 ",$4.18 ,$405.00 ,$200.00 ,4
661,NQ MAR25,Long,1,9694.25,9675.25,10/7/2019 11:24,10/7/2019 13:21,LongEntry,StopLoss,($384.18),"$16,727.02 ",$4.18 ,$450.00 ,$245.00 ,14
662,NQ MAR25,Long,1,9580.75,9632.5,10/8/2019 12:45,10/8/2019 15:00,LongEntry,ProfitTarget,"$1,030.82 ","$17,757.84 ",$4.18 ,$80.00 ,"$1,190.00 ",16
663,NQ MAR25,Long,1,9609,9621.75,10/9/2019 11:51,10/9/2019 17:00,LongEntry,Exit on session close,$250.82 ,"$18,008.66 ",$4.18 ,$30.00 ,$835.00 ,35
664,NQ MAR25,Long,1,9701,9682.75,10/10/2019 11:33,10/10/2019 12:27,LongEntry,StopLoss,($369.18),"$17,639.48 ",$4.18 ,$380.00 ,$15.00 ,7
665,NQ MAR25,Long,1,9811.25,9802.5,10/11/2019 10:39,10/11/2019 10:57,LongEntry,StopLoss,($179.18),"$17,460.30 ",$4.18 ,$265.00 ,$100.00 ,3
666,NQ MAR25,Long,1,9790.25,9779.5,10/14/2019 11:06,10/14/2019 12:18,LongEntry,StopLoss,($219.18),"$17,241.12 ",$4.18 ,$305.00 ,$145.00 ,9
667,NQ MAR25,Long,1,9841,9865.75,10/15/2019 10:39,10/15/2019 11:15,LongEntry,ProfitTarget,$490.82 ,"$17,731.94 ",$4.18 ,$35.00 ,$705.00 ,5
668,NQ MAR25,Long,1,9856.5,9846.25,10/16/2019 10:48,10/16/2019 11:51,LongEntry,StopLoss,($209.18),"$17,522.76 ",$4.18 ,$320.00 ,$305.00 ,8
669,NQ MAR25,Short,1,9872.75,9872.75,10/17/2019 15:36,10/17/2019 17:00,ShortEntry,Exit on session close,($4.18),"$17,518.58 ",$4.18 ,$185.00 ,$110.00 ,10
670,NQ MAR25,Short,1,9844.75,9821,10/18/2019 10:39,10/18/2019 10:57,ShortEntry,ProfitTarget,$470.82 ,"$17,989.40 ",$4.18 ,$25.00 ,$575.00 ,3
671,NQ MAR25,Long,1,9846.5,9866.5,10/21/2019 10:48,10/21/2019 17:00,LongEntry,Exit on session close,$395.82 ,"$18,385.22 ",$4.18 ,$165.00 ,$480.00 ,42
672,NQ MAR25,Short,1,9863.75,9834.75,10/22/2019 11:24,10/22/2019 14:51,ShortEntry,ProfitTarget,$575.82 ,"$18,961.04 ",$4.18 ,$75.00 ,$670.00 ,24
673,NQ MAR25,Short,1,9800.25,9836,10/23/2019 12:27,10/23/2019 17:00,ShortEntry,Exit on session close,($719.18),"$18,241.86 ",$4.18 ,$735.00 ,$360.00 ,31
674,NQ MAR25,Long,1,9876.25,9861,10/24/2019 11:33,10/24/2019 12:27,LongEntry,StopLoss,($309.18),"$17,932.68 ",$4.18 ,$350.00 ,$410.00 ,7
675,NQ MAR25,Long,1,9911,9934.75,10/25/2019 10:39,10/25/2019 11:24,LongEntry,ProfitTarget,$470.82 ,"$18,403.50 ",$4.18 ,$120.00 ,$530.00 ,6
676,NQ MAR25,Long,1,10021.25,10043.25,10/28/2019 10:39,10/28/2019 15:36,LongEntry,ProfitTarget,$435.82 ,"$18,839.32 ",$4.18 ,$140.00 ,$500.00 ,34
677,NQ MAR25,Short,1,9989,10003.75,10/29/2019 11:42,10/29/2019 12:36,ShortEntry,StopLoss,($299.18),"$18,540.14 ",$4.18 ,$315.00 ,$370.00 ,7
678,NQ MAR25,Short,1,9969,9978.75,10/30/2019 11:33,10/30/2019 14:33,ShortEntry,StopLoss,($199.18),"$18,340.96 ",$4.18 ,$410.00 ,$445.00 ,21
679,NQ MAR25,Short,1,9983.75,10004.25,10/31/2019 10:39,10/31/2019 11:15,ShortEntry,StopLoss,($414.18),"$17,926.78 ",$4.18 ,$420.00 ,$380.00 ,5
680,NQ MAR25,Long,1,10047,10082,11/1/2019 12:54,11/1/2019 17:00,LongEntry,Exit on session close,$695.82 ,"$18,622.60 ",$4.18 ,$140.00 ,$795.00 ,28
681,NQ MAR25,Short,1,10120.75,10130.5,11/4/2019 11:51,11/4/2019 12:27,ShortEntry,StopLoss,($199.18),"$18,423.42 ",$4.18 ,$215.00 ,$15.00 ,5
682,NQ MAR25,Long,1,10138.25,10129,11/5/2019 11:33,11/5/2019 17:00,LongEntry,Exit on session close,($189.18),"$18,234.24 ",$4.18 ,$220.00 ,$300.00 ,37
683,NQ MAR25,Short,1,10105.5,10114.5,11/6/2019 10:48,11/6/2019 11:42,ShortEntry,StopLoss,($184.18),"$18,050.06 ",$4.18 ,$185.00 ,$160.00 ,7
684,NQ MAR25,Short,1,10152.75,10166.25,11/8/2019 13:39,11/8/2019 15:27,ShortEntry,StopLoss,($274.18),"$17,775.88 ",$4.18 ,$285.00 ,$115.00 ,13
685,NQ MAR25,Long,1,10162.75,10172.25,11/11/2019 12:54,11/11/2019 17:00,LongEntry,Exit on session close,$185.82 ,"$17,961.70 ",$4.18 ,$85.00 ,$210.00 ,28
686,NQ MAR25,Long,1,10203.25,10201,11/12/2019 10:39,11/12/2019 13:03,LongEntry,StopLoss,($49.18),"$17,912.52 ",$4.18 ,$165.00 ,$315.00 ,17
687,NQ MAR25,Long,1,10180.75,10188.75,11/13/2019 15:00,11/13/2019 17:00,LongEntry,Exit on session close,$155.82 ,"$18,068.34 ",$4.18 ,$180.00 ,$255.00 ,14
688,NQ MAR25,Short,1,10141.5,10158.75,11/14/2019 12:00,11/14/2019 12:45,ShortEntry,StopLoss,($349.18),"$17,719.16 ",$4.18 ,$385.00 ,$55.00 ,6
689,NQ MAR25,Long,1,10236.5,10225.75,11/15/2019 11:24,11/15/2019 12:00,LongEntry,StopLoss,($219.18),"$17,499.98 ",$4.18 ,$215.00 ,$35.00 ,5
690,NQ MAR25,Long,1,10229.25,10261.25,11/18/2019 11:06,11/18/2019 14:33,LongEntry,ProfitTarget,$635.82 ,"$18,135.80 ",$4.18 ,$210.00 ,$645.00 ,24
691,NQ MAR25,Short,1,10249,10260.5,11/19/2019 10:57,11/19/2019 11:42,ShortEntry,StopLoss,($234.18),"$17,901.62 ",$4.18 ,$235.00 ,$355.00 ,6
692,NQ MAR25,Short,1,10241.75,10200.5,11/20/2019 12:09,11/20/2019 13:12,ShortEntry,ProfitTarget,$820.82 ,"$18,722.44 ",$4.18 ,$140.00 ,"$1,320.00 ",8
693,NQ MAR25,Short,1,10171,10186,11/21/2019 11:51,11/21/2019 12:45,ShortEntry,StopLoss,($304.18),"$18,418.26 ",$4.18 ,$325.00 ,$110.00 ,7
694,NQ MAR25,Short,1,10179.75,10193.5,11/22/2019 10:39,11/22/2019 13:03,ShortEntry,StopLoss,($279.18),"$18,139.08 ",$4.18 ,$280.00 ,$555.00 ,17
695,NQ MAR25,Long,1,10318,10311,11/26/2019 12:45,11/26/2019 13:48,LongEntry,StopLoss,($144.18),"$17,994.90 ",$4.18 ,$185.00 ,$65.00 ,8
696,NQ MAR25,Long,1,10342.5,10359.5,11/27/2019 10:39,11/27/2019 12:18,LongEntry,ProfitTarget,$335.82 ,"$18,330.72 ",$4.18 ,$70.00 ,$345.00 ,12
697,NQ MAR25,Long,1,10361.5,10363,11/28/2019 11:51,11/28/2019 13:00,LongEntry,Exit on session close,$25.82 ,"$18,356.54 ",$4.18 ,$20.00 ,$100.00 ,9
698,NQ MAR25,Short,1,10344.25,10334.25,11/29/2019 11:33,11/29/2019 13:12,ShortEntry,ProfitTarget,$195.82 ,"$18,552.36 ",$4.18 ,$80.00 ,$380.00 ,12
699,NQ MAR25,Short,1,10202.25,10218.75,12/2/2019 11:24,12/2/2019 11:33,ShortEntry,StopLoss,($334.18),"$18,218.18 ",$4.18 ,$350.00 ,$105.00 ,2
700,NQ MAR25,Long,1,10144.5,10174,12/3/2019 13:30,12/3/2019 17:00,LongEntry,Exit on session close,$585.82 ,"$18,804.00 ",$4.18 ,$220.00 ,$710.00 ,24
701,NQ MAR25,Long,1,10233.5,10218.5,12/4/2019 11:15,12/4/2019 12:27,LongEntry,StopLoss,($304.18),"$18,499.82 ",$4.18 ,$395.00 ,$80.00 ,9
702,NQ MAR25,Long,1,10212.75,10229.25,12/5/2019 13:30,12/5/2019 17:00,LongEntry,Exit on session close,$325.82 ,"$18,825.64 ",$4.18 ,$165.00 ,$450.00 ,24
703,NQ MAR25,Long,1,10310.25,10323.5,12/6/2019 11:06,12/6/2019 17:00,LongEntry,Exit on session close,$260.82 ,"$19,086.46 ",$4.18 ,$85.00 ,$360.00 ,40
704,NQ MAR25,Short,1,10318.5,10294.25,12/9/2019 11:42,12/9/2019 14:24,ShortEntry,ProfitTarget,$480.82 ,"$19,567.28 ",$4.18 ,$35.00 ,$545.00 ,19
705,NQ MAR25,Long,1,10311.5,10297,12/10/2019 10:39,12/10/2019 11:15,LongEntry,StopLoss,($294.18),"$19,273.10 ",$4.18 ,$530.00 ,$105.00 ,5
706,NQ MAR25,Long,1,10303.25,10297.75,12/11/2019 11:42,12/11/2019 12:27,LongEntry,StopLoss,($114.18),"$19,158.92 ",$4.18 ,$185.00 ,$60.00 ,6
707,NQ MAR25,Short,1,10399,10365.25,12/12/2019 11:06,12/12/2019 11:42,ShortEntry,ProfitTarget,$670.82 ,"$19,829.74 ",$4.18 ,$40.00 ,$915.00 ,5
708,NQ MAR25,Long,1,10408,10415,12/13/2019 12:09,12/13/2019 17:00,LongEntry,Exit on session close,$135.82 ,"$19,965.56 ",$4.18 ,$20.00 ,$355.00 ,33
709,NQ MAR25,Long,1,10506.5,10501.25,12/16/2019 10:39,12/16/2019 17:00,LongEntry,Exit on session close,($109.18),"$19,856.38 ",$4.18 ,$245.00 ,$100.00 ,43
710,NQ MAR25,Short,1,10494.5,10504.25,12/17/2019 11:33,12/17/2019 12:45,ShortEntry,StopLoss,($199.18),"$19,657.20 ",$4.18 ,$210.00 ,$15.00 ,9
711,NQ MAR25,Long,1,10517.5,10518,12/18/2019 11:15,12/18/2019 17:00,LongEntry,Exit on session close,$5.82 ,"$19,663.02 ",$4.18 ,$255.00 ,$355.00 ,39
712,NQ MAR25,Long,1,10532,10543.5,12/19/2019 10:57,12/19/2019 11:51,LongEntry,ProfitTarget,$225.82 ,"$19,888.84 ",$4.18 ,$70.00 ,$370.00 ,7
713,NQ MAR25,Short,1,10624,10623,12/23/2019 12:45,12/23/2019 17:00,ShortEntry,Exit on session close,$15.82 ,"$19,904.66 ",$4.18 ,$50.00 ,$270.00 ,29
714,NQ MAR25,Long,1,10618.5,10623.5,12/24/2019 11:42,12/24/2019 13:15,LongEntry,Exit on session close,$95.82 ,"$20,000.48 ",$4.18 ,$85.00 ,$135.00 ,12
715,NQ MAR25,Long,1,10673.25,10696,12/26/2019 13:21,12/26/2019 17:00,LongEntry,Exit on session close,$450.82 ,"$20,451.30 ",$4.18 ,$20.00 ,$515.00 ,25
716,NQ MAR25,Long,1,10706,10697.5,12/27/2019 11:24,12/27/2019 12:18,LongEntry,StopLoss,($174.18),"$20,277.12 ",$4.18 ,$185.00 ,$165.00 ,7
717,NQ MAR25,Long,1,10647,10631.5,12/30/2019 13:03,12/30/2019 14:15,LongEntry,StopLoss,($314.18),"$19,962.94 ",$4.18 ,$320.00 ,$60.00 ,9
718,NQ MAR25,Short,1,10607.75,10617.75,12/31/2019 10:57,12/31/2019 12:00,ShortEntry,StopLoss,($204.18),"$19,758.76 ",$4.18 ,$275.00 ,$195.00 ,8
719,NQ MAR25,Long,1,10719.75,10711.25,1/2/2020 11:06,1/2/2020 11:51,LongEntry,StopLoss,($174.18),"$19,584.58 ",$4.18 ,$410.00 ,$165.00 ,6
720,NQ MAR25,Short,1,10711,10728.5,1/3/2020 11:24,1/3/2020 12:09,ShortEntry,StopLoss,($354.18),"$19,230.40 ",$4.18 ,$410.00 ,$95.00 ,6
721,NQ MAR25,Long,1,10711,10746.25,1/6/2020 10:39,1/6/2020 17:00,LongEntry,Exit on session close,$700.82 ,"$19,931.22 ",$4.18 ,$240.00 ,"$1,120.00 ",43
722,NQ MAR25,Short,1,10763,10773.75,1/7/2020 12:09,1/7/2020 13:39,ShortEntry,StopLoss,($219.18),"$19,712.04 ",$4.18 ,$320.00 ,$95.00 ,11
723,NQ MAR25,Short,1,10766.5,10777.25,1/8/2020 10:57,1/8/2020 11:42,ShortEntry,StopLoss,($219.18),"$19,492.86 ",$4.18 ,$670.00 ,$330.00 ,6
724,NQ MAR25,Short,1,10896.25,10862.25,1/9/2020 11:33,1/9/2020 12:45,ShortEntry,ProfitTarget,$675.82 ,"$20,168.68 ",$4.18 ,$230.00 ,$790.00 ,9
725,NQ MAR25,Long,1,10903.75,10890.5,1/10/2020 13:03,1/10/2020 14:42,LongEntry,StopLoss,($269.18),"$19,899.50 ",$4.18 ,$285.00 ,$195.00 ,12
726,NQ MAR25,Long,1,10929.75,10953.75,1/13/2020 11:24,1/13/2020 12:18,LongEntry,ProfitTarget,$475.82 ,"$20,375.32 ",$4.18 ,$25.00 ,$580.00 ,7
727,NQ MAR25,Short,1,10939.25,10963.75,1/14/2020 14:24,1/14/2020 14:42,ShortEntry,StopLoss,($494.18),"$19,881.14 ",$4.18 ,$500.00 ,$60.00 ,3
728,NQ MAR25,Long,1,10965.5,10946.75,1/15/2020 14:42,1/15/2020 15:18,LongEntry,StopLoss,($379.18),"$19,501.96 ",$4.18 ,$405.00 ,$60.00 ,5
729,NQ MAR25,Long,1,10988,11032.25,1/16/2020 12:00,1/16/2020 17:00,LongEntry,Exit on session close,$880.82 ,"$20,382.78 ",$4.18 ,$110.00 ,$925.00 ,34
730,NQ MAR25,Long,1,11087.75,11066.75,1/21/2020 11:42,1/21/2020 13:30,LongEntry,StopLoss,($424.18),"$19,958.60 ",$4.18 ,$470.00 ,$120.00 ,13
731,NQ MAR25,Long,1,11145.5,11136.5,1/22/2020 10:57,1/22/2020 11:06,LongEntry,StopLoss,($184.18),"$19,774.42 ",$4.18 ,$215.00 ,$25.00 ,2
732,NQ MAR25,Short,1,11080,11096.25,1/23/2020 11:15,1/23/2020 12:27,ShortEntry,StopLoss,($329.18),"$19,445.24 ",$4.18 ,$375.00 ,$205.00 ,9
733,NQ MAR25,Short,1,11132.25,11144.75,1/24/2020 10:57,1/24/2020 11:15,ShortEntry,StopLoss,($254.18),"$19,191.06 ",$4.18 ,$295.00 ,$90.00 ,3
734,NQ MAR25,Long,1,10867.5,10854.25,1/27/2020 12:00,1/27/2020 17:00,LongEntry,Exit on session close,($269.18),"$18,921.88 ",$4.18 ,$475.00 ,$755.00 ,34
735,NQ MAR25,Long,1,10955.5,10995,1/28/2020 10:48,1/28/2020 12:45,LongEntry,ProfitTarget,$785.82 ,"$19,707.70 ",$4.18 ,$45.00 ,$910.00 ,14
736,NQ MAR25,Long,1,11006.25,11046,1/29/2020 10:57,1/29/2020 14:15,LongEntry,ProfitTarget,$790.82 ,"$20,498.52 ",$4.18 ,$90.00 ,$885.00 ,23
737,NQ MAR25,Short,1,10954.25,10974.25,1/30/2020 10:48,1/30/2020 11:51,ShortEntry,StopLoss,($404.18),"$20,094.34 ",$4.18 ,$445.00 ,$715.00 ,8
738,NQ MAR25,Short,1,10963.25,10899.25,1/31/2020 10:39,1/31/2020 13:48,ShortEntry,ProfitTarget,"$1,275.82 ","$21,370.16 ",$4.18 ,$360.00 ,"$1,295.00 ",22
739,NQ MAR25,Long,1,11181.75,11227.75,2/4/2020 10:57,2/4/2020 14:06,LongEntry,ProfitTarget,$915.82 ,"$22,285.98 ",$4.18 ,$165.00 ,$960.00 ,22
740,NQ MAR25,Short,1,11226.75,11239.75,2/5/2020 10:48,2/5/2020 11:15,ShortEntry,StopLoss,($264.18),"$22,021.80 ",$4.18 ,$485.00 ,$300.00 ,4
741,NQ MAR25,Long,1,11337,11334.5,2/6/2020 11:33,2/6/2020 12:18,LongEntry,StopLoss,($54.18),"$21,967.62 ",$4.18 ,$395.00 ,$55.00 ,6
742,NQ MAR25,Long,1,11323,11299.75,2/7/2020 10:48,2/7/2020 14:15,LongEntry,StopLoss,($469.18),"$21,498.44 ",$4.18 ,$540.00 ,$690.00 ,24
743,NQ MAR25,Long,1,11355.5,11396.25,2/10/2020 10:39,2/10/2020 15:27,LongEntry,ProfitTarget,$810.82 ,"$22,309.26 ",$4.18 ,$145.00 ,$940.00 ,33
744,NQ MAR25,Long,1,11490.75,11477.5,2/11/2020 10:39,2/11/2020 11:42,LongEntry,StopLoss,($269.18),"$22,040.08 ",$4.18 ,$290.00 ,$255.00 ,8
745,NQ MAR25,Long,1,11488.75,11517.5,2/12/2020 11:24,2/12/2020 17:00,LongEntry,Exit on session close,$570.82 ,"$22,610.90 ",$4.18 ,$85.00 ,$670.00 ,38
746,NQ MAR25,Long,1,11507,11519,2/13/2020 11:15,2/13/2020 17:00,LongEntry,Exit on session close,$235.82 ,"$22,846.72 ",$4.18 ,$360.00 ,$635.00 ,39
747,NQ MAR25,Long,1,11529,11513.25,2/14/2020 11:15,2/14/2020 12:18,LongEntry,StopLoss,($319.18),"$22,527.54 ",$4.18 ,$355.00 ,$145.00 ,8
748,NQ MAR25,Short,1,11491,11507,2/18/2020 11:42,2/18/2020 13:03,ShortEntry,StopLoss,($324.18),"$22,203.36 ",$4.18 ,$360.00 ,$375.00 ,10
749,NQ MAR25,Long,1,11625.25,11628,2/19/2020 11:24,2/19/2020 17:00,LongEntry,Exit on session close,$50.82 ,"$22,254.18 ",$4.18 ,$230.00 ,$350.00 ,38
750,NQ MAR25,Short,1,11555.5,11435.75,2/20/2020 11:24,2/20/2020 11:42,ShortEntry,ProfitTarget,"$2,390.82 ","$24,645.00 ",$4.18 ,$10.00 ,"$2,890.00 ",3
751,NQ MAR25,Long,1,11406.25,11379,2/21/2020 11:24,2/21/2020 13:03,LongEntry,StopLoss,($549.18),"$24,095.82 ",$4.18 ,$605.00 ,$490.00 ,12
752,NQ MAR25,Short,1,11022.25,11060.5,2/24/2020 10:57,2/24/2020 15:09,ShortEntry,StopLoss,($769.18),"$23,326.64 ",$4.18 ,$850.00 ,"$1,650.00 ",29
753,NQ MAR25,Short,1,10947,10862.5,2/25/2020 10:48,2/25/2020 11:33,ShortEntry,ProfitTarget,"$1,685.82 ","$25,012.46 ",$4.18 ,$535.00 ,"$2,225.00 ",6
754,NQ MAR25,Long,1,10902.75,10853.5,2/26/2020 10:48,2/26/2020 12:09,LongEntry,StopLoss,($989.18),"$24,023.28 ",$4.18 ,"$1,165.00 ",$575.00 ,10
755,NQ MAR25,Short,1,10477.75,10534.75,2/27/2020 10:39,2/27/2020 11:06,ShortEntry,StopLoss,"($1,144.18)","$22,879.10 ",$4.18 ,"$1,250.00 ","$1,275.00 ",4
756,NQ MAR25,Long,1,10333,10246.75,2/28/2020 11:51,2/28/2020 12:09,LongEntry,StopLoss,"($1,729.18)","$21,149.92 ",$4.18 ,"$2,615.00 ","$1,170.00 ",3
757,NQ MAR25,Long,1,10486.75,10713.75,3/2/2020 11:06,3/2/2020 17:00,LongEntry,Exit on session close,"$4,535.82 ","$25,685.74 ",$4.18 ,$800.00 ,"$5,810.00 ",40
758,NQ MAR25,Short,1,10636,10728,3/3/2020 11:42,3/3/2020 12:09,ShortEntry,StopLoss,"($1,844.18)","$23,841.56 ",$4.18 ,"$1,935.00 ",$270.00 ,4
759,NQ MAR25,Long,1,10677.5,10632.75,3/4/2020 10:39,3/4/2020 10:57,LongEntry,StopLoss,($899.18),"$22,942.38 ",$4.18 ,"$1,110.00 ",$75.00 ,3
760,NQ MAR25,Long,1,10677.5,10628.5,3/5/2020 10:39,3/5/2020 12:36,LongEntry,StopLoss,($984.18),"$21,958.20 ",$4.18 ,$980.00 ,"$1,685.00 ",14
761,NQ MAR25,Long,1,10404.5,10348.5,3/6/2020 10:39,3/6/2020 11:24,LongEntry,StopLoss,"($1,124.18)","$20,834.02 ",$4.18 ,"$1,230.00 ",$685.00 ,6
762,NQ MAR25,Long,1,10066,10015,3/9/2020 11:51,3/9/2020 12:45,LongEntry,StopLoss,"($1,024.18)","$19,809.84 ",$4.18 ,"$1,080.00 ","$1,365.00 ",7
763,NQ MAR25,Short,1,10019.25,9859.25,3/10/2020 10:57,3/10/2020 11:42,ShortEntry,ProfitTarget,"$3,195.82 ","$23,005.66 ",$4.18 ,$235.00 ,"$3,275.00 ",6
764,NQ MAR25,Short,1,10028,9865.75,3/11/2020 10:48,3/11/2020 14:33,ShortEntry,ProfitTarget,"$3,240.82 ","$26,246.48 ",$4.18 ,$850.00 ,"$3,320.00 ",26
765,NQ MAR25,Short,1,9376,9553.5,3/12/2020 11:33,3/12/2020 13:12,ShortEntry,StopLoss,"($3,554.18)","$22,692.30 ",$4.18 ,"$3,550.00 ","$3,175.00 ",12
766,NQ MAR25,Short,1,9374,9403.75,3/13/2020 11:06,3/13/2020 13:48,ShortEntry,StopLoss,($599.18),"$22,093.12 ",$4.18 ,"$1,850.00 ","$3,830.00 ",19
767,NQ MAR25,Long,1,9259,9425,3/16/2020 10:48,3/16/2020 11:33,LongEntry,ProfitTarget,"$3,315.82 ","$25,408.94 ",$4.18 ,$525.00 ,"$3,430.00 ",6
768,NQ MAR25,Long,1,9038.5,9214.5,3/17/2020 10:39,3/17/2020 11:33,LongEntry,ProfitTarget,"$3,515.82 ","$28,924.76 ",$4.18 ,$580.00 ,"$5,000.00 ",7
769,NQ MAR25,Short,1,9010.5,9052.25,3/18/2020 11:24,3/18/2020 11:33,ShortEntry,StopLoss,($839.18),"$28,085.58 ",$4.18 ,"$1,340.00 ",$230.00 ,2
770,NQ MAR25,Long,1,9299.5,9233,3/19/2020 11:51,3/19/2020 12:18,LongEntry,StopLoss,"($1,334.18)","$26,751.40 ",$4.18 ,"$2,275.00 ",$435.00 ,4
771,NQ MAR25,Short,1,9248,9056,3/20/2020 11:42,3/20/2020 12:36,ShortEntry,ProfitTarget,"$3,835.82 ","$30,587.22 ",$4.18 ,$595.00 ,"$3,915.00 ",7
772,NQ MAR25,Short,1,8707.25,8830.25,3/23/2020 11:51,3/23/2020 12:36,ShortEntry,StopLoss,"($2,464.18)","$28,123.04 ",$4.18 ,"$3,125.00 ",$875.00 ,6
773,NQ MAR25,Long,1,9354.5,9280,3/24/2020 11:51,3/24/2020 13:30,LongEntry,StopLoss,"($1,494.18)","$26,628.86 ",$4.18 ,"$1,640.00 ","$1,560.00 ",12
774,NQ MAR25,Long,1,9357.75,9560.75,3/25/2020 10:57,3/25/2020 13:21,LongEntry,ProfitTarget,"$4,055.82 ","$30,684.68 ",$4.18 ,$310.00 ,"$4,320.00 ",17
775,NQ MAR25,Long,1,9604.75,9764.75,3/26/2020 11:33,3/26/2020 17:00,LongEntry,Exit on session close,"$3,195.82 ","$33,880.50 ",$4.18 ,"$1,085.00 ","$3,845.00 ",37
776,NQ MAR25,Long,1,9551.75,9497.5,3/27/2020 11:33,3/27/2020 12:18,LongEntry,StopLoss,"($1,089.18)","$32,791.32 ",$4.18 ,"$1,350.00 ",$420.00 ,6
777,NQ MAR25,Long,1,9649,9756.75,3/30/2020 10:39,3/30/2020 17:00,LongEntry,Exit on session close,"$2,150.82 ","$34,942.14 ",$4.18 ,$125.00 ,"$2,770.00 ",43
778,NQ MAR25,Long,1,9861.25,9826.25,3/31/2020 10:39,3/31/2020 11:15,LongEntry,StopLoss,($704.18),"$34,237.96 ",$4.18 ,"$1,020.00 ",$745.00 ,5
779,NQ MAR25,Short,1,9498,9369.25,4/1/2020 11:51,4/1/2020 15:09,ShortEntry,ProfitTarget,"$2,570.82 ","$36,808.78 ",$4.18 ,$410.00 ,"$2,650.00 ",23
780,NQ MAR25,Long,1,9499.25,9440.25,4/2/2020 12:09,4/2/2020 13:30,LongEntry,StopLoss,"($1,184.18)","$35,624.60 ",$4.18 ,"$1,415.00 ",$470.00 ,10
781,NQ MAR25,Short,1,9445,9338.5,4/3/2020 10:48,4/3/2020 14:24,ShortEntry,ProfitTarget,"$2,125.82 ","$37,750.42 ",$4.18 ,$505.00 ,"$2,360.00 ",25
782,NQ MAR25,Long,1,9826,9939,4/6/2020 12:45,4/6/2020 17:00,LongEntry,Exit on session close,"$2,255.82 ","$40,006.24 ",$4.18 ,$205.00 ,"$3,530.00 ",29
783,NQ MAR25,Short,1,10033.75,10070.75,4/7/2020 10:39,4/7/2020 11:42,ShortEntry,StopLoss,($744.18),"$39,262.06 ",$4.18 ,$905.00 ,"$1,180.00 ",8
784,NQ MAR25,Long,1,10000.75,10112.5,4/8/2020 10:48,4/8/2020 14:51,LongEntry,ProfitTarget,"$2,230.82 ","$41,492.88 ",$4.18 ,$315.00 ,"$2,330.00 ",28
785,NQ MAR25,Short,1,10113.75,10161.25,4/9/2020 10:39,4/9/2020 12:18,ShortEntry,StopLoss,($954.18),"$40,538.70 ",$4.18 ,"$1,035.00 ",$920.00 ,12
786,NQ MAR25,Long,1,10132.5,10241.25,4/13/2020 13:57,4/13/2020 17:00,LongEntry,Exit on session close,"$2,170.82 ","$42,709.52 ",$4.18 ,$270.00 ,"$2,175.00 ",21
787,NQ MAR25,Short,1,10461.25,10494,4/14/2020 11:24,4/14/2020 11:51,ShortEntry,StopLoss,($659.18),"$42,050.34 ",$4.18 ,$765.00 ,$280.00 ,4
788,NQ MAR25,Long,1,10456.5,10435,4/15/2020 10:57,4/15/2020 12:00,LongEntry,StopLoss,($434.18),"$41,616.16 ",$4.18 ,$700.00 ,$595.00 ,8
